,Company Name,ISIN,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Long term - Target Status,Long term - Target Classification,Long term - Target Year,Net-Zero Committed,Net-Zero Year,Organization Type,BA1.5?,BA1.5 Date,Country,Region,Sector,Date,Target,Target Classification,Extension,scope,reduction_percentage,target_year,base_year,perimeter
529,"FAST RETAILING CO., LTD.",JP3802300008,Targets Set,1.5°C,2030,,,,No,,Company,No,,Japan,Asia,Retailing,01/09/2021,Fast Retailing commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2030 from a FY2019 base year. Fast Retailing commits to reduce absolute scope 3 GHG emissions from purchased goods and services 20% over the same time frame. Fast Retailing also commits to achieve 100% sourcing of renewable electricity by FY2030.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
530,Fastweb S.p.A.,IT0001423562,Targets Set,1.5°C,2030,,,,No,,Company,No,,Italy,Europe,Telecommunication Services,01/09/2020,Fastweb commits to reduce absolute scope 1 and 2 GHG emissions 62% and scope 3 GHG emissions 15% by 2030 from a 2018 base year. Fastweb also commits to continue annually sourcing 100% renewable electricity through 2030.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
531,Fastweb S.p.A.,IT0001423562,Targets Set,1.5°C,2030,,,,No,,Company,No,,Italy,Europe,Telecommunication Services,01/09/2020,Fastweb commits to reduce absolute scope 1 and 2 GHG emissions 62% and scope 3 GHG emissions 15% by 2030 from a 2018 base year. Fastweb also commits to continue annually sourcing 100% renewable electricity through 2030.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
532,Faurecia S.A.,,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/07/2020,France,Europe,Automobiles and Components,01/11/2020,Faurecia S.A. commits to reduce absolute scope 1 and 2 GHG emissions 80% by 2025 from a 2019 base year. Faurecia also commits to reduce absolute scope 3 GHG emissions 46% by 2030 from a 2019 base year.,,,1,80%,2025,2019,GHG emissions
533,Faurecia S.A.,,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/07/2020,France,Europe,Automobiles and Components,01/11/2020,Faurecia S.A. commits to reduce absolute scope 1 and 2 GHG emissions 80% by 2025 from a 2019 base year. Faurecia also commits to reduce absolute scope 3 GHG emissions 46% by 2030 from a 2019 base year.,,,2,80%,2025,2019,GHG emissions
534,Faurecia S.A.,,Targets Set,1.5°C,"2025, 2030",,,,Yes,,Company,Yes,01/07/2020,France,Europe,Automobiles and Components,01/11/2020,Faurecia S.A. commits to reduce absolute scope 1 and 2 GHG emissions 80% by 2025 from a 2019 base year. Faurecia also commits to reduce absolute scope 3 GHG emissions 46% by 2030 from a 2019 base year.,,,3,46%,2030,2019,GHG emissions
535,Ferrocarrils de la Generalitat de Catalunya,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/12/2019,Spain,Europe,Ground Transportation - Railroads Transportation,01/01/2022,"Ferrocarrils de la Generalitat de Catalunya commits to reduce absolute scope 1 and 2 GHG emissions 92% by 2030 from a 2018 base year. Ferrocarrils de la Generalitat de Catalunya also commits to reduce absolute scope 3 GHG emissions 57% by 2030 from a 2018 base year and optional downstream transportation and distribution emissions 57% over the same timeframe. Ferrocarrils de la Generalitat de Catalunya commits that 32% of its suppliers by spend covering purchase goods and services an 14% of its suppliers by spend covering capital goods, will have science-based targets by 2026. Ferrocarrils de la Generalitat de Catalunya commits to increase annual sourcing of renewable electricity from 0% in 2018 to 100% by 2030.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,92%,2030,2018,GHG emissions
536,Ferrocarrils de la Generalitat de Catalunya,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/12/2019,Spain,Europe,Ground Transportation - Railroads Transportation,01/01/2022,"Ferrocarrils de la Generalitat de Catalunya commits to reduce absolute scope 1 and 2 GHG emissions 92% by 2030 from a 2018 base year. Ferrocarrils de la Generalitat de Catalunya also commits to reduce absolute scope 3 GHG emissions 57% by 2030 from a 2018 base year and optional downstream transportation and distribution emissions 57% over the same timeframe. Ferrocarrils de la Generalitat de Catalunya commits that 32% of its suppliers by spend covering purchase goods and services an 14% of its suppliers by spend covering capital goods, will have science-based targets by 2026. Ferrocarrils de la Generalitat de Catalunya commits to increase annual sourcing of renewable electricity from 0% in 2018 to 100% by 2030.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,92%,2030,2018,GHG emissions
537,Ferrocarrils de la Generalitat de Catalunya,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/12/2019,Spain,Europe,Ground Transportation - Railroads Transportation,01/01/2022,"Ferrocarrils de la Generalitat de Catalunya commits to reduce absolute scope 1 and 2 GHG emissions 92% by 2030 from a 2018 base year. Ferrocarrils de la Generalitat de Catalunya also commits to reduce absolute scope 3 GHG emissions 57% by 2030 from a 2018 base year and optional downstream transportation and distribution emissions 57% over the same timeframe. Ferrocarrils de la Generalitat de Catalunya commits that 32% of its suppliers by spend covering purchase goods and services an 14% of its suppliers by spend covering capital goods, will have science-based targets by 2026. Ferrocarrils de la Generalitat de Catalunya commits to increase annual sourcing of renewable electricity from 0% in 2018 to 100% by 2030.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,3,57%,2030,2018,GHG emissions
538,Ferrovial,ES0118900010,Targets Set,2°C,2030,,,,No,,Company,No,,Spain,Europe,Construction and Engineering,01/07/2017,"Spanish multinational company involved in design, construction, financing, transport and services infrastructure Ferrovial commits to reduce scope 1 and 2 absolute emissions 32% by 2030 from a 2009 base-year, this is equivalent to reduce emissions by 42.9% per million € of turnover. The company also commits to reduce scope 3 emissions (excluding capital goods and purchased goods & services) 20% by 2030 from a 2012 base-year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,,,,,
539,Fidocar,,Targets Set,1.5°C,2030,,,,Yes,,Small or Medium Enterprise,Yes,01/11/2019,Uruguay,Latin America,Automobiles and Components,01/10/2020,"Fidocar commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
540,Fidocar,,Targets Set,1.5°C,2030,,,,Yes,,Small or Medium Enterprise,Yes,01/11/2019,Uruguay,Latin America,Automobiles and Components,01/10/2020,"Fidocar commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
541,FIRMENICH SA,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/07/2019,Switzerland,Europe,"Consumer Durables, Household and Personal Products",01/09/2018,Fragrance & flavor company Firmenich SA commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. Firmenich SA also commits to reduce absolute scope 3 GHG emissions from purchased goods and services (raw material suppliers) 20% by 2030 from a 2017 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,55%,2030,2017,GHG emissions
542,FIRMENICH SA,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/07/2019,Switzerland,Europe,"Consumer Durables, Household and Personal Products",01/09/2018,Fragrance & flavor company Firmenich SA commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. Firmenich SA also commits to reduce absolute scope 3 GHG emissions from purchased goods and services (raw material suppliers) 20% by 2030 from a 2017 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,55%,2030,2017,GHG emissions
543,FIRMENICH SA,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/07/2019,Switzerland,Europe,"Consumer Durables, Household and Personal Products",01/09/2018,Fragrance & flavor company Firmenich SA commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. Firmenich SA also commits to reduce absolute scope 3 GHG emissions from purchased goods and services (raw material suppliers) 20% by 2030 from a 2017 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,3,20%,2030,2017,GHG emissions from purchased goods and services (raw material suppliers)
544,Fisher & Paykel Healthcare Corporation Limited,,Targets Set,1.5°C,"2034, 2024",,,,No,,Company,No,,New Zealand,Oceania,Healthcare Equipment and Supplies,01/06/2020,Fisher & Paykel Healthcare Corporation Limited commits to reduce absolute scope 1 and 2 GHG emissions 67% by FY2034 from a FY2019 base year. Fisher & Paykel Healthcare Corporation Limited also commits that 87% of suppliers by spend covering purchased goods and services and the use of sold products will have science-based targets by FY2024.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
545,Fiskars Corporation,FI0009000400,Targets Set,1.5°C,"2030, 2024",,,,Yes,,Company,Yes,01/06/2020,Finland,Europe,"Consumer Durables, Household and Personal Products",01/10/2020,"Fiskars Group commits to reduce absolute scope 1 and 2 GHG emissions 60% by 2030 from a 2017 base year. Fiskars Group commits to reduce absolute scope 3 GHG emissions from upstream transportation and distribution 30% by 2030 from a 2018 base year. Fiskars Group also commits that 60% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2024",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,60%,2030,2017,GHG emissions
546,Fiskars Corporation,FI0009000400,Targets Set,1.5°C,"2030, 2024",,,,Yes,,Company,Yes,01/06/2020,Finland,Europe,"Consumer Durables, Household and Personal Products",01/10/2020,"Fiskars Group commits to reduce absolute scope 1 and 2 GHG emissions 60% by 2030 from a 2017 base year. Fiskars Group commits to reduce absolute scope 3 GHG emissions from upstream transportation and distribution 30% by 2030 from a 2018 base year. Fiskars Group also commits that 60% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2024",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,60%,2030,2017,GHG emissions
547,Fiskars Corporation,FI0009000400,Targets Set,1.5°C,"2030, 2024",,,,Yes,,Company,Yes,01/06/2020,Finland,Europe,"Consumer Durables, Household and Personal Products",01/10/2020,"Fiskars Group commits to reduce absolute scope 1 and 2 GHG emissions 60% by 2030 from a 2017 base year. Fiskars Group commits to reduce absolute scope 3 GHG emissions from upstream transportation and distribution 30% by 2030 from a 2018 base year. Fiskars Group also commits that 60% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2024",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,3,30%,2030,2018,GHG emissions from upstream transportation and distribution
548,Fletcher Building Limited,NZFBUE0001S0,Targets Set,Well-below 2°C,"2030, 2024",,,,No,,Company,No,,New Zealand,Oceania,Construction Materials,01/12/2019,Fletcher Building Limited commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Fletcher Building Limited also commits that 67% of its suppliers by emissions will have science-based targets by 2024.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,30%,2030,2018,GHG emissions
549,Fletcher Building Limited,NZFBUE0001S0,Targets Set,Well-below 2°C,"2030, 2024",,,,No,,Company,No,,New Zealand,Oceania,Construction Materials,01/12/2019,Fletcher Building Limited commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Fletcher Building Limited also commits that 67% of its suppliers by emissions will have science-based targets by 2024.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,30%,2030,2018,GHG emissions
550,Ford Motor Company,,Targets Set,1.5°C,2035,,,,Yes,,Company,Yes,01/09/2020,United States of America (USA),North America,Automobiles and Components,01/03/2021,Ford Motor Company commits to reduce absolute scope 1 and scope 2 GHG emissions 76% by 2035 from a 2017 base year. Ford Motor Company also commits to reduce scope 3 use of sold products GHG emissions 50% per vehicle kilometer by 2035 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,76%,2035,2017,GHG emissions
551,Ford Motor Company,,Targets Set,1.5°C,2035,,,,Yes,,Company,Yes,01/09/2020,United States of America (USA),North America,Automobiles and Components,01/03/2021,Ford Motor Company commits to reduce absolute scope 1 and scope 2 GHG emissions 76% by 2035 from a 2017 base year. Ford Motor Company also commits to reduce scope 3 use of sold products GHG emissions 50% per vehicle kilometer by 2035 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,76%,2035,2017,GHG emissions
552,Fortune Parts Industry Public Company Limited,TH3786010Z01,Targets Set,1.5°C,2024,,,,No,,Company,No,,Thailand,Asia,Automobiles and Components,01/07/2020,Fortune Parts Industry Public Company Limited commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2024 from a 2018 base year. Fortune Parts Industry Public Company Limited also commits to reduce absolute scope 3 GHG emissions 25% over the same time period. * The target boundary includes biogenic emissions and removals associated with the use of bioenergy.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,25%,2024,2018,GHG emissions
553,Fortune Parts Industry Public Company Limited,TH3786010Z01,Targets Set,1.5°C,2024,,,,No,,Company,No,,Thailand,Asia,Automobiles and Components,01/07/2020,Fortune Parts Industry Public Company Limited commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2024 from a 2018 base year. Fortune Parts Industry Public Company Limited also commits to reduce absolute scope 3 GHG emissions 25% over the same time period. * The target boundary includes biogenic emissions and removals associated with the use of bioenergy.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,25%,2024,2018,GHG emissions
554,Framery Trade Oy,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Finland,Europe,Building Products,01/10/2020,"Framery Trade Oy commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
555,Framery Trade Oy,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Finland,Europe,Building Products,01/10/2020,"Framery Trade Oy commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
556,Franz Kaldewei GmbH & Co. KG,,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Germany,Europe,Building Products,01/06/2021,KALDEWEI commits to reduce absolute scope 1 and 2 GHG emissions 28% and absolute scope 3 emissions 14% by 2030 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,14%,2030,2019,GHG emissions 28% and absolute scope 3 emissions
557,Franz Kaldewei GmbH & Co. KG,,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Germany,Europe,Building Products,01/06/2021,KALDEWEI commits to reduce absolute scope 1 and 2 GHG emissions 28% and absolute scope 3 emissions 14% by 2030 from a 2019 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,14%,2030,2019,GHG emissions 28% and absolute scope 3 emissions
558,FRASERS PROPERTY AUSTRALIA,,Targets Set,Well-below 2°C,2028,,,,No,,Company,No,,Australia,Oceania,Real Estate,01/05/2019,Property group Frasers Property Australia commits to reduce scope 1 and 2 GHG emissions 50% per square meter by 2028 from a 2017 base year. Frasers Property Australia also commits to reduce scope 3 GHG emissions 25% per square meter by 2028 from a 2017 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,,,,,
559,Freddie's Flowers,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Retailing,01/10/2020,"Freddie's Flowers commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
560,Freddie's Flowers,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Retailing,01/10/2020,"Freddie's Flowers commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
561,"Fruit of the Loom, Inc.",,Targets Set,1.5°C,2030,,,,No,,Company,No,,United States of America (USA),North America,"Textiles, Apparel, Footwear and Luxury Goods",01/10/2021,"Fruit of the Loom, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Fruit of the Loom, Inc. also commits to increase annual sourcing of renewable electricity from 40% in 2018 to 100% by 2030. Fruit of the Loom, Inc. commits to reduce absolute scope 3 GHG emissions covering purchased goods and services, and fuel and energy related activities 30% by 2030 from a 2018 base year. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
562,"Fruit of the Loom, Inc.",,Targets Set,1.5°C,2030,,,,No,,Company,No,,United States of America (USA),North America,"Textiles, Apparel, Footwear and Luxury Goods",01/10/2021,"Fruit of the Loom, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Fruit of the Loom, Inc. also commits to increase annual sourcing of renewable electricity from 40% in 2018 to 100% by 2030. Fruit of the Loom, Inc. commits to reduce absolute scope 3 GHG emissions covering purchased goods and services, and fuel and energy related activities 30% by 2030 from a 2018 base year. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
563,"Fruit of the Loom, Inc.",,Targets Set,1.5°C,2030,,,,No,,Company,No,,United States of America (USA),North America,"Textiles, Apparel, Footwear and Luxury Goods",01/10/2021,"Fruit of the Loom, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Fruit of the Loom, Inc. also commits to increase annual sourcing of renewable electricity from 40% in 2018 to 100% by 2030. Fruit of the Loom, Inc. commits to reduce absolute scope 3 GHG emissions covering purchased goods and services, and fuel and energy related activities 30% by 2030 from a 2018 base year. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,3,30%,2030,2018,"GHG emissions covering purchased goods and services, and fuel and energy related activities"
564,FUJI OIL HOLDINGS INC.,JP3816400000,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Japan,Asia,Food and Beverage Processing,01/05/2020,"Food products manufacturer FUJIOIL HOLDINGS INC. commits to reduce absolute scope 1 and 2 GHG emissions 40% by 2030 from a 2016 base year. FUJI OIL HOLDINGS INC. also commits to reduce absolute scope 3 GHG emissions 18% by 2030, using a 2016 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,40%,2030,2016,GHG emissions
565,FUJI OIL HOLDINGS INC.,JP3816400000,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Japan,Asia,Food and Beverage Processing,01/05/2020,"Food products manufacturer FUJIOIL HOLDINGS INC. commits to reduce absolute scope 1 and 2 GHG emissions 40% by 2030 from a 2016 base year. FUJI OIL HOLDINGS INC. also commits to reduce absolute scope 3 GHG emissions 18% by 2030, using a 2016 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,40%,2030,2016,GHG emissions
566,FUJIFILM Holdings Corporation,JP3814000000,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Japan,Asia,Technology Hardware and Equipment,01/10/2017,"FUJIFILM Holdings Corporation commits to reduce absolute scope 1, 2, and 3 GHG emissions 45% by 2030 from a 2013 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,,,,,
567,FUJIFILM Holdings Corporation,JP3814000000,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Japan,Asia,Technology Hardware and Equipment,01/10/2017,"FUJIFILM Holdings Corporation commits to reduce absolute scope 1, 2, and 3 GHG emissions 45% by 2030 from a 2013 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,,,,,
568,Fujitsu Limited,JP3818000006,Targets Set,1.5°C,2030,,,,No,,Company,No,,Japan,Asia,Software and Services,01/08/2017,Fujitsu commits to reduce absolute scope 1 and 2 GHG emissions 71% by 2030 from a 2013 base year. Fujitsu also commits to reduce scope 3 GHG emissions 30% by 2030 from a 2013 base year. The scope 3 reductions cover purchased goods and services and the use of sold products.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,71%,2030,2013,GHG emissions
569,Fujitsu Limited,JP3818000006,Targets Set,1.5°C,2030,,,,No,,Company,No,,Japan,Asia,Software and Services,01/08/2017,Fujitsu commits to reduce absolute scope 1 and 2 GHG emissions 71% by 2030 from a 2013 base year. Fujitsu also commits to reduce scope 3 GHG emissions 30% by 2030 from a 2013 base year. The scope 3 reductions cover purchased goods and services and the use of sold products.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,71%,2030,2013,GHG emissions
570,Fujitsu Limited,JP3818000006,Targets Set,1.5°C,2030,,,,No,,Company,No,,Japan,Asia,Software and Services,01/08/2017,Fujitsu commits to reduce absolute scope 1 and 2 GHG emissions 71% by 2030 from a 2013 base year. Fujitsu also commits to reduce scope 3 GHG emissions 30% by 2030 from a 2013 base year. The scope 3 reductions cover purchased goods and services and the use of sold products.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,3,30%,2030,2013,GHG emissions
571,"Furukawa Electric Co., Ltd.",JP3827200001,Targets Set,2°C,2030,,,,No,,Company,No,,Japan,Asia,Electrical Equipment and Machinery,01/08/2019,"Japanese electric and electronics equipment company Furukawa Electric Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 26% by FY30 from a FY17 base year. Furukawa Electric Co., Ltd. Also commits to reduce absolute scope 3 GHG emissions 20% within the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C.,,,,,,
572,Gap Inc.,US3647601083,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/10/2021,United States of America (USA),North America,Retailing,01/01/2020,"American worldwide clothing and accessories retailer. Gap, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 90% and scope 3 GHG emissions from purchased goods and services 30% by 2030 from a 2017 base year. Gap Inc. also commits to increase annual sourcing of renewable electricity from 0% in 2017 to 100% by 2030 for its owned and operated facilities globally.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C.,,,,,,
573,Gap Inc.,US3647601083,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/10/2021,United States of America (USA),North America,Retailing,01/01/2020,"American worldwide clothing and accessories retailer. Gap, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 90% and scope 3 GHG emissions from purchased goods and services 30% by 2030 from a 2017 base year. Gap Inc. also commits to increase annual sourcing of renewable electricity from 0% in 2017 to 100% by 2030 for its owned and operated facilities globally.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C.,,,,,,
574,Gecina,FR0010040865,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,France,Europe,Real Estate,01/10/2017,"Real estate investment trust, Gecina commits to reduce GHG emissions 48% per square meter by 2030, from a 2014 base-year (scope 1, scope 2 and scope 3 emissions from downstream leased assets).",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,,,,,
575,Geelen Counterflow,,Targets Set,1.5°C,2030,,,,Yes,,Small or Medium Enterprise,Yes,01/04/2020,Netherlands,Europe,Electrical Equipment and Machinery,01/02/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Geelen Counterflow commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
576,Geelen Counterflow,,Targets Set,1.5°C,2030,,,,Yes,,Small or Medium Enterprise,Yes,01/04/2020,Netherlands,Europe,Electrical Equipment and Machinery,01/02/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Geelen Counterflow commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
577,GeelongPort,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Australia,Oceania,Water Transportation - Water Transportation,01/07/2020,"GeelongPort commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
578,GeelongPort,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Australia,Oceania,Water Transportation - Water Transportation,01/07/2020,"GeelongPort commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
